Rating,Komentar,Review,text_clean,text_CaseFolding,text_Tokenized,text_Stopwords,text_Stemmed,text_normalized_stemmed
1,"guaa udah download berkali-kali kok nggak bisa yaa,,in aj internet nya udah bagus gak jelek samsek gak tau in error apa gimana sihh capek bolak balik download ujung²nya nunggu 2jm lebihh tauu,aahh mlss bngett 💆🏻‍♀️🙃","guaa udah download berkali-kali kok nggak bisa yaa,,in aj internet nya udah bagus gak jelek samsek gak tau in error apa gimana sihh capek bolak balik download ujung²nya nunggu 2jm lebihh tauu,aahh mlss bngett 💆🏻‍♀️🙃",guaa udah download berkalikali kok nggak bisa yaain aj internet nya udah bagus gak jelek samsek gak tau in error apa gimana sihh capek bolak balik download ujungnya nunggu jm lebihh tauuaahh mlss bngett ,guaa udah download berkalikali kok nggak bisa yaain aj internet nya udah bagus gak jelek samsek gak tau in error apa gimana sihh capek bolak balik download ujungnya nunggu jm lebihh tauuaahh mlss bngett ,"['guaa', 'udah', 'download', 'berkalikali', 'kok', 'nggak', 'bisa', 'yaain', 'aj', 'internet', 'nya', 'udah', 'bagus', 'gak', 'jelek', 'samsek', 'gak', 'tau', 'in', 'error', 'apa', 'gimana', 'sihh', 'capek', 'bolak', 'balik', 'download', 'ujungnya', 'nunggu', 'jm', 'lebihh', 'tauuaahh', 'mlss', 'bngett']","['guaa', 'udah', 'download', 'berkalikali', 'nggak', 'yaain', 'aj', 'internet', 'nya', 'udah', 'bagus', 'gak', 'jelek', 'samsek', 'gak', 'tau', 'in', 'error', 'gimana', 'sihh', 'capek', 'bolak', 'download', 'ujungnya', 'nunggu', 'jm', 'lebihh', 'tauuaahh', 'mlss', 'bngett']",guaa udah download berkalikali nggak yaain aj internet nya udah bagus gak jelek samsek gak tau in error gimana sihh capek bolak download ujung nunggu jm lebihh tauuaahh mlss bngett,gua udah download berkalikali ngak yain internet nya udah bagus gak jelek samsek gak tau eror gimana sih capek bolak download ujung nungu lebih tauah mls bnget
1,"capcut semakin update semakin banyak fitur pro nya termasuk pengaturan untuk menyesuaikan pengeditan video. contohnya saya mau buat video slowmo tetapi fitur kecepatan dan curva nya harus bayar/menjadi standar. capcut semakin jelek update 2025 ini, lebih bagusan waktu tahun 2020-2024 fitur pro nya sedikit dan banyak pengguna yang mudah dalam mengedit video karena fitur pro nya sedikit dan tdk berbayar. kalau bisa jangan terlalu banyak fitur pro nya biar pengguna mudah untuk mengedit video.","capcut semakin update semakin banyak fitur pro nya termasuk pengaturan untuk menyesuaikan pengeditan video. contohnya saya mau buat video slowmo tetapi fitur kecepatan dan curva nya harus bayar/menjadi standar. capcut semakin jelek update 2025 ini, lebih bagusan waktu tahun 2020-2024 fitur pro nya sedikit dan banyak pengguna yang mudah dalam mengedit video karena fitur pro nya sedikit dan tdk berbayar. kalau bisa jangan terlalu banyak fitur pro nya biar pengguna mudah untuk mengedit video.",capcut semakin update semakin banyak fitur pro nya termasuk pengaturan untuk menyesuaikan pengeditan video contohnya saya mau buat video slowmo tetapi fitur kecepatan dan curva nya harus bayarmenjadi standar capcut semakin jelek update  ini lebih bagusan waktu tahun  fitur pro nya sedikit dan banyak pengguna yang mudah dalam mengedit video karena fitur pro nya sedikit dan tdk berbayar kalau bisa jangan terlalu banyak fitur pro nya biar pengguna mudah untuk mengedit video,capcut semakin update semakin banyak fitur pro nya termasuk pengaturan untuk menyesuaikan pengeditan video contohnya saya mau buat video slowmo tetapi fitur kecepatan dan curva nya harus bayarmenjadi standar capcut semakin jelek update  ini lebih bagusan waktu tahun  fitur pro nya sedikit dan banyak pengguna yang mudah dalam mengedit video karena fitur pro nya sedikit dan tdk berbayar kalau bisa jangan terlalu banyak fitur pro nya biar pengguna mudah untuk mengedit video,"['capcut', 'semakin', 'update', 'semakin', 'banyak', 'fitur', 'pro', 'nya', 'termasuk', 'pengaturan', 'untuk', 'menyesuaikan', 'pengeditan', 'video', 'contohnya', 'saya', 'mau', 'buat', 'video', 'slowmo', 'tetapi', 'fitur', 'kecepatan', 'dan', 'curva', 'nya', 'harus', 'bayarmenjadi', 'standar', 'capcut', 'semakin', 'jelek', 'update', 'ini', 'lebih', 'bagusan', 'waktu', 'tahun', 'fitur', 'pro', 'nya', 'sedikit', 'dan', 'banyak', 'pengguna', 'yang', 'mudah', 'dalam', 'mengedit', 'video', 'karena', 'fitur', 'pro', 'nya', 'sedikit', 'dan', 'tdk', 'berbayar', 'kalau', 'bisa', 'jangan', 'terlalu', 'banyak', 'fitur', 'pro', 'nya', 'biar', 'pengguna', 'mudah', 'untuk', 'mengedit', 'video']","['capcut', 'update', 'fitur', 'pro', 'nya', 'pengaturan', 'menyesuaikan', 'pengeditan', 'video', 'contohnya', 'video', 'slowmo', 'fitur', 'kecepatan', 'curva', 'nya', 'bayarmenjadi', 'standar', 'capcut', 'jelek', 'update', 'bagusan', 'fitur', 'pro', 'nya', 'pengguna', 'mudah', 'mengedit', 'video', 'fitur', 'pro', 'nya', 'tdk', 'berbayar', 'fitur', 'pro', 'nya', 'biar', 'pengguna', 'mudah', 'mengedit', 'video']",capcut update fitur pro nya atur sesuai edit video contoh video slowmo fitur cepat curva nya bayarmenjadi standar capcut jelek update bagus fitur pro nya guna mudah edit video fitur pro nya tdk bayar fitur pro nya biar guna mudah edit video,capcut update fitur pro nya atur sesuai edit video contoh video slowmo fitur cepat curva nya bayarmenjadi standar capcut jelek update bagus fitur pro nya guna mudah edit video fitur pro nya tdk bayar fitur pro nya biar guna mudah edit video
5,update Mulu pas edite lag terus,update Mulu pas edite lag terus,update Mulu pas edite lag terus,update mulu pas edite lag terus,"['update', 'mulu', 'pas', 'edite', 'lag', 'terus']","['update', 'mulu', 'pas', 'edite', 'lag']",update mulu pas edite lag,update mulu pas edite lag
1,"iklan ya iklan tapi jangan sampai lah iklan nya nga bisa di skip trus bnyak bug lagi, kecewa sebagai pengguna apk ini dari dulu","iklan ya iklan tapi jangan sampai lah iklan nya nga bisa di skip trus bnyak bug lagi, kecewa sebagai pengguna apk ini dari dulu",iklan ya iklan tapi jangan sampai lah iklan nya nga bisa di skip trus bnyak bug lagi kecewa sebagai pengguna apk ini dari dulu,iklan ya iklan tapi jangan sampai lah iklan nya nga bisa di skip trus bnyak bug lagi kecewa sebagai pengguna apk ini dari dulu,"['iklan', 'ya', 'iklan', 'tapi', 'jangan', 'sampai', 'lah', 'iklan', 'nya', 'nga', 'bisa', 'di', 'skip', 'trus', 'bnyak', 'bug', 'lagi', 'kecewa', 'sebagai', 'pengguna', 'apk', 'ini', 'dari', 'dulu']","['iklan', 'ya', 'iklan', 'iklan', 'nya', 'nga', 'skip', 'trus', 'bnyak', 'bug', 'kecewa', 'pengguna', 'apk']",iklan ya iklan iklan nya nga skip trus bnyak bug kecewa guna apk,iklan iklan iklan nya nga skip trus bnyak bug kecewa guna aplikasi
5,suka,suka,suka,suka,['suka'],['suka'],suka,suka
1,jangan seenaknya mengganti no telp langganan yaa!! tidak sopan kalian!!!,jangan seenaknya mengganti no telp langganan yaa!! tidak sopan kalian!!!,jangan seenaknya mengganti no telp langganan yaa tidak sopan kalian,jangan seenaknya mengganti no telp langganan yaa tidak sopan kalian,"['jangan', 'seenaknya', 'mengganti', 'no', 'telp', 'langganan', 'yaa', 'tidak', 'sopan', 'kalian']","['mengganti', 'no', 'telp', 'langganan', 'yaa', 'sopan']",ganti no telp langgan yaa sopan,ganti telp langan sopan
1,sering ngfreezz sendiri anjirrr,sering ngfreezz sendiri anjirrr,sering ngfreezz sendiri anjirrr,sering ngfreezz sendiri anjirrr,"['sering', 'ngfreezz', 'sendiri', 'anjirrr']","['ngfreezz', 'anjirrr']",ngfreezz anjirrr,ngfrez anjir
1,"pihak aplikasi capcut,pencuri mengambil sepihak di akun ewalet tanpa di tanya .mohon pelangan capcut hati -hati dengan aplikasi ini","pihak aplikasi capcut,pencuri mengambil sepihak di akun ewalet tanpa di tanya .mohon pelangan capcut hati -hati dengan aplikasi ini",pihak aplikasi capcutpencuri mengambil sepihak di akun ewalet tanpa di tanya mohon pelangan capcut hati hati dengan aplikasi ini,pihak aplikasi capcutpencuri mengambil sepihak di akun ewalet tanpa di tanya mohon pelangan capcut hati hati dengan aplikasi ini,"['pihak', 'aplikasi', 'capcutpencuri', 'mengambil', 'sepihak', 'di', 'akun', 'ewalet', 'tanpa', 'di', 'tanya', 'mohon', 'pelangan', 'capcut', 'hati', 'hati', 'dengan', 'aplikasi', 'ini']","['aplikasi', 'capcutpencuri', 'mengambil', 'akun', 'ewalet', 'mohon', 'pelangan', 'capcut', 'hati', 'hati', 'aplikasi']",aplikasi capcutpencuri ambil akun ewalet mohon pelang capcut hati hati aplikasi,aplikasi capcutpencuri ambil akun ewalet mohon pelang capcut hati hati aplikasi
1,aplikasi kikirr anjir,aplikasi kikirr anjir,aplikasi kikirr anjir,aplikasi kikirr anjir,"['aplikasi', 'kikirr', 'anjir']","['aplikasi', 'kikirr', 'anjir']",aplikasi kikirr anjir,aplikasi kikir anjir
4,aplikasi nya bagus banget tpi kadang gak bisa di download,aplikasi nya bagus banget tpi kadang gak bisa di download,aplikasi nya bagus banget tpi kadang gak bisa di download,aplikasi nya bagus banget tpi kadang gak bisa di download,"['aplikasi', 'nya', 'bagus', 'banget', 'tpi', 'kadang', 'gak', 'bisa', 'di', 'download']","['aplikasi', 'nya', 'bagus', 'banget', 'tpi', 'kadang', 'gak', 'download']",aplikasi nya bagus banget tpi kadang gak download,aplikasi nya bagus banget tpi kadang gak download
1,iklan terlalu banyak maau ngedit iklan terus,iklan terlalu banyak maau ngedit iklan terus,iklan terlalu banyak maau ngedit iklan terus,iklan terlalu banyak maau ngedit iklan terus,"['iklan', 'terlalu', 'banyak', 'maau', 'ngedit', 'iklan', 'terus']","['iklan', 'maau', 'ngedit', 'iklan']",iklan maau ngedit iklan,iklan mau ngedit iklan
5,aku suka,aku suka,aku suka,aku suka,"['aku', 'suka']",['suka'],suka,suka
5,capcup bagus membuat edit video yang begitu mudah dan cepat bisa membuat latar belakang dan lebih banyak lagi,capcup bagus membuat edit video yang begitu mudah dan cepat bisa membuat latar belakang dan lebih banyak lagi,capcup bagus membuat edit video yang begitu mudah dan cepat bisa membuat latar belakang dan lebih banyak lagi,capcup bagus membuat edit video yang begitu mudah dan cepat bisa membuat latar belakang dan lebih banyak lagi,"['capcup', 'bagus', 'membuat', 'edit', 'video', 'yang', 'begitu', 'mudah', 'dan', 'cepat', 'bisa', 'membuat', 'latar', 'belakang', 'dan', 'lebih', 'banyak', 'lagi']","['capcup', 'bagus', 'edit', 'video', 'mudah', 'cepat', 'latar']",capcup bagus edit video mudah cepat latar,capcup bagus edit video mudah cepat latar
5,bagus banget ❤️‍🩹🫶🏻💐😍♥️🫰🏻,bagus banget ❤️‍🩹🫶🏻💐😍♥️🫰🏻,bagus banget ,bagus banget ,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,bagus banget
5,ok,ok,ok,ok,['ok'],['ok'],ok,
1,"apalah banyak iklan kasih bintang 1 aja, banyak iklannya","apalah banyak iklan kasih bintang 1 aja, banyak iklannya",apalah banyak iklan kasih bintang  aja banyak iklannya,apalah banyak iklan kasih bintang  aja banyak iklannya,"['apalah', 'banyak', 'iklan', 'kasih', 'bintang', 'aja', 'banyak', 'iklannya']","['apalah', 'iklan', 'kasih', 'bintang', 'aja', 'iklannya']",apa iklan kasih bintang aja iklan,apa iklan kasih bintang aja iklan
1,"sekarang capcut banyak elor nya ,kenapa sih harus di unduh di toko resmi anjir","sekarang capcut banyak elor nya ,kenapa sih harus di unduh di toko resmi anjir",sekarang capcut banyak elor nya kenapa sih harus di unduh di toko resmi anjir,sekarang capcut banyak elor nya kenapa sih harus di unduh di toko resmi anjir,"['sekarang', 'capcut', 'banyak', 'elor', 'nya', 'kenapa', 'sih', 'harus', 'di', 'unduh', 'di', 'toko', 'resmi', 'anjir']","['capcut', 'elor', 'nya', 'sih', 'unduh', 'toko', 'resmi', 'anjir']",capcut elor nya sih unduh toko resmi anjir,capcut elor nya sih unduh toko resmi anjir
1,"terlalu banyak iklan, pokoknya harus bayar.","terlalu banyak iklan, pokoknya harus bayar.",terlalu banyak iklan pokoknya harus bayar,terlalu banyak iklan pokoknya harus bayar,"['terlalu', 'banyak', 'iklan', 'pokoknya', 'harus', 'bayar']","['iklan', 'pokoknya', 'bayar']",iklan pokok bayar,iklan pokok bayar
5,cing tereh ngadonlod teh,cing tereh ngadonlod teh,cing tereh ngadonlod teh,cing tereh ngadonlod teh,"['cing', 'tereh', 'ngadonlod', 'teh']","['cing', 'tereh', 'ngadonlod', 'teh']",cing tereh ngadonlod teh,cing tereh ngadonlod teh
1,apk ajg semua minta byar,apk ajg semua minta byar,apk ajg semua minta byar,apk ajg semua minta byar,"['apk', 'ajg', 'semua', 'minta', 'byar']","['apk', 'ajg', 'byar']",apk ajg byar,aplikasi ajg byar
5,Keren banget,Keren banget,Keren banget,keren banget,"['keren', 'banget']","['keren', 'banget']",keren banget,keren banget
5,klo bisa akun capcut sy dinaikkan jadi capcut pro,klo bisa akun capcut sy dinaikkan jadi capcut pro,klo bisa akun capcut sy dinaikkan jadi capcut pro,klo bisa akun capcut sy dinaikkan jadi capcut pro,"['klo', 'bisa', 'akun', 'capcut', 'sy', 'dinaikkan', 'jadi', 'capcut', 'pro']","['klo', 'akun', 'capcut', 'sy', 'dinaikkan', 'capcut', 'pro']",klo akun capcut sy naik capcut pro,klo akun capcut naik capcut pro
5,aplikasi ini sangat bagus edit nya jadi makin semangat,aplikasi ini sangat bagus edit nya jadi makin semangat,aplikasi ini sangat bagus edit nya jadi makin semangat,aplikasi ini sangat bagus edit nya jadi makin semangat,"['aplikasi', 'ini', 'sangat', 'bagus', 'edit', 'nya', 'jadi', 'makin', 'semangat']","['aplikasi', 'bagus', 'edit', 'nya', 'semangat']",aplikasi bagus edit nya semangat,aplikasi bagus edit nya semangat
5,sangat baik untuk mengedit foto atau video 😇💋💋,sangat baik untuk mengedit foto atau video 😇💋💋,sangat baik untuk mengedit foto atau video ,sangat baik untuk mengedit foto atau video ,"['sangat', 'baik', 'untuk', 'mengedit', 'foto', 'atau', 'video']","['mengedit', 'foto', 'video']",edit foto video,edit foto video
1,captcut setan,captcut setan,captcut setan,captcut setan,"['captcut', 'setan']","['captcut', 'setan']",captcut setan,captcut setan
1,jangan mau di perbaharui setelah saya perbaharui suaranya jadi berebek sangat jelek. saya terpaksa hapus data di pengaturan,jangan mau di perbaharui setelah saya perbaharui suaranya jadi berebek sangat jelek. saya terpaksa hapus data di pengaturan,jangan mau di perbaharui setelah saya perbaharui suaranya jadi berebek sangat jelek saya terpaksa hapus data di pengaturan,jangan mau di perbaharui setelah saya perbaharui suaranya jadi berebek sangat jelek saya terpaksa hapus data di pengaturan,"['jangan', 'mau', 'di', 'perbaharui', 'setelah', 'saya', 'perbaharui', 'suaranya', 'jadi', 'berebek', 'sangat', 'jelek', 'saya', 'terpaksa', 'hapus', 'data', 'di', 'pengaturan']","['perbaharui', 'perbaharui', 'suaranya', 'berebek', 'jelek', 'terpaksa', 'hapus', 'data', 'pengaturan']",baharu baharu suara ebek jelek paksa hapus data atur,baharu baharu suara ebek jelek paksa hapus data atur
5,capcut bisa mengedit video musik dll ada template kayak jedag jedug semua ada di capcut,capcut bisa mengedit video musik dll ada template kayak jedag jedug semua ada di capcut,capcut bisa mengedit video musik dll ada template kayak jedag jedug semua ada di capcut,capcut bisa mengedit video musik dll ada template kayak jedag jedug semua ada di capcut,"['capcut', 'bisa', 'mengedit', 'video', 'musik', 'dll', 'ada', 'template', 'kayak', 'jedag', 'jedug', 'semua', 'ada', 'di', 'capcut']","['capcut', 'mengedit', 'video', 'musik', 'dll', 'template', 'kayak', 'jedag', 'jedug', 'capcut']",capcut edit video musik dll template kayak jedag jedug capcut,capcut edit video musik template kayak jedag jedug capcut
4,banyak iklan nya saat mau di ekspor,banyak iklan nya saat mau di ekspor,banyak iklan nya saat mau di ekspor,banyak iklan nya saat mau di ekspor,"['banyak', 'iklan', 'nya', 'saat', 'mau', 'di', 'ekspor']","['iklan', 'nya', 'ekspor']",iklan nya ekspor,iklan nya ekspor
3,jawaban hari ini jangan lah download aplikasi nya mahal kasian yng memori nya sikit 😭😭,jawaban hari ini jangan lah download aplikasi nya mahal kasian yng memori nya sikit 😭😭,jawaban hari ini jangan lah download aplikasi nya mahal kasian yng memori nya sikit ,jawaban hari ini jangan lah download aplikasi nya mahal kasian yng memori nya sikit ,"['jawaban', 'hari', 'ini', 'jangan', 'lah', 'download', 'aplikasi', 'nya', 'mahal', 'kasian', 'yng', 'memori', 'nya', 'sikit']","['download', 'aplikasi', 'nya', 'mahal', 'kasian', 'yng', 'memori', 'nya', 'sikit']",download aplikasi nya mahal kasi yng memori nya sikit,download aplikasi nya mahal kasi yng memori nya sikit
1,"banyak lag, video tidak bisa diputar","banyak lag, video tidak bisa diputar",banyak lag video tidak bisa diputar,banyak lag video tidak bisa diputar,"['banyak', 'lag', 'video', 'tidak', 'bisa', 'diputar']","['lag', 'video', 'diputar']",lag video putar,lag video putar
5,fiturnya bagus baget pokonya good job deh capcut👍🏼,fiturnya bagus baget pokonya good job deh capcut👍🏼,fiturnya bagus baget pokonya good job deh capcut,fiturnya bagus baget pokonya good job deh capcut,"['fiturnya', 'bagus', 'baget', 'pokonya', 'good', 'job', 'deh', 'capcut']","['fiturnya', 'bagus', 'baget', 'pokonya', 'good', 'job', 'deh', 'capcut']",fiturnya bagus baget poko good job deh capcut,fiturnya bagus baget poko god job deh capcut
5,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,mantap
5,mantul,mantul,mantul,mantul,['mantul'],['mantul'],mantul,mantul
1,we mgp cpcut gaje kli ni fitur ekspor iklan ny bnyak kli,we mgp cpcut gaje kli ni fitur ekspor iklan ny bnyak kli,we mgp cpcut gaje kli ni fitur ekspor iklan ny bnyak kli,we mgp cpcut gaje kli ni fitur ekspor iklan ny bnyak kli,"['we', 'mgp', 'cpcut', 'gaje', 'kli', 'ni', 'fitur', 'ekspor', 'iklan', 'ny', 'bnyak', 'kli']","['we', 'mgp', 'cpcut', 'gaje', 'kli', 'ni', 'fitur', 'ekspor', 'iklan', 'ny', 'bnyak', 'kli']",we mgp cpcut gaje kli ni fitur ekspor iklan ny bnyak kli,mgp cpcut gaje kli fitur ekspor iklan bnyak kli
2,"gimana sih ini kok semua fitur sekarang disuruh bayar ,bagusan dulu sihh bagi akuuu😒","gimana sih ini kok semua fitur sekarang disuruh bayar ,bagusan dulu sihh bagi akuuu😒",gimana sih ini kok semua fitur sekarang disuruh bayar bagusan dulu sihh bagi akuuu,gimana sih ini kok semua fitur sekarang disuruh bayar bagusan dulu sihh bagi akuuu,"['gimana', 'sih', 'ini', 'kok', 'semua', 'fitur', 'sekarang', 'disuruh', 'bayar', 'bagusan', 'dulu', 'sihh', 'bagi', 'akuuu']","['gimana', 'sih', 'fitur', 'disuruh', 'bayar', 'bagusan', 'sihh', 'akuuu']",gimana sih fitur suruh bayar bagus sihh akuuu,gimana sih fitur suruh bayar bagus sih aku
1,"parah, bayr smua anjg","parah, bayr smua anjg",parah bayr smua anjg,parah bayr smua anjg,"['parah', 'bayr', 'smua', 'anjg']","['parah', 'bayr', 'smua', 'anjg']",parah bayr smua anjg,parah bayr smua anjg
2,"semenjak update template banyak yang bayar, kenapa sih harus bayar tolong perbaikin lah","semenjak update template banyak yang bayar, kenapa sih harus bayar tolong perbaikin lah",semenjak update template banyak yang bayar kenapa sih harus bayar tolong perbaikin lah,semenjak update template banyak yang bayar kenapa sih harus bayar tolong perbaikin lah,"['semenjak', 'update', 'template', 'banyak', 'yang', 'bayar', 'kenapa', 'sih', 'harus', 'bayar', 'tolong', 'perbaikin', 'lah']","['semenjak', 'update', 'template', 'bayar', 'sih', 'bayar', 'tolong', 'perbaikin']",semenjak update template bayar sih bayar tolong perbaikin,semenjak update template bayar sih bayar tolong perbaikin
